,Class
74232,0
126054,1
104596,0
122838,1
18671,1
4957,1
127139,1
191657,1
100758,0
192553,1
128593,1
26484,0
151676,1
83657,0
191944,1
199247,1
134135,1
36797,0
176130,1
149378,1
86262,0
74615,0
51774,0
178185,1
106809,0
52807,0
163323,1
64495,0
136830,1
87765,0
180058,1
46207,0
162363,1
44793,1
53303,0
187543,1
163245,1
2696,0
150738,1
172016,1
130978,1
181823,1
133221,1
167454,1
139865,1
124149,1
189367,1
90654,0
11444,0
9779,0
100117,0
136492,1
165177,1
10037,0
80125,0
70300,0
212774,1
193033,1
157923,1
205877,1
40927,0
37896,0
59489,0
131018,1
103074,0
122600,1
186821,1
189829,1
120804,1
10001,0
83094,0
138973,1
28737,1
208332,1
35915,0
185082,1
18854,0
100409,0
209095,1
115112,0
75794,0
36738,0
172338,1
113576,0
156633,1
3226,0
61987,0
10067,1
172441,1
22323,0
14462,0
209174,1
35086,1
140204,1
177111,1
67004,0
49430,0
104855,0
169096,1
189131,1
175498,1
127181,1
6984,0
10863,0
111091,0
18082,0
104984,0
153005,1
67881,0
105960,0
192366,1
135221,1
157362,1
111299,0
6286,0
123105,1
110441,0
126040,1
29867,0
105768,0
93393,0
124479,1
128685,1
122500,1
140367,1
109792,0
170214,1
182733,1
98793,0
168906,1
117526,1
83417,1
765,0
123332,1
133347,1
167122,1
23249,0
173838,1
191946,1
208144,1
183366,1
95781,0
74787,0
6934,0
49257,0
33518,0
50748,0
147052,1
81103,0
103738,0
157433,1
92541,0
65847,0
77021,0
22554,0
180565,1
77267,0
4220,0
37433,1
171085,1
7407,0
73860,0
149152,1
197239,1
122104,1
39633,0
113020,0
77660,0
168893,1
85171,0
10428,0
81395,0
32235,0
64357,0
185057,1
157042,1
61012,0
178884,1
100041,0
124197,1
122992,1
6401,0
29731,0
157505,1
32961,1
55814,0
31256,0
102897,0
154380,1
174091,1
60630,0
136828,1
177401,1
110710,0
28753,0
192075,1
148443,1
101654,0
167177,1
64882,0
129443,1
136750,1
206077,1
65974,0
12704,0
79054,0
183154,1
127611,1
5468,0
32712,0
137812,1
14810,1
66857,0
13595,0
71220,0
94521,0
3443,0
136219,1
17572,0
32199,0
48162,0
91337,0
162685,1
192547,1
161124,1
207068,1
31453,0
173487,1
33637,0
188440,1
138492,1
145092,1
80318,0
189567,1
66939,0
13360,0
57133,0
48741,0
187774,1
199103,1
157961,1
44016,0
115461,0
124083,1
52546,0
158323,1
119618,1
205630,1
85417,0
200705,1
77897,0
87450,0
17467,0
172426,1
139646,1
15014,0
26287,0
160179,1
98875,0
195026,1
15789,0
83545,0
35061,0
193884,1
101107,0
193585,1
14480,0
144254,1
98059,1
28485,0
75961,0
207483,1
159307,1
50578,1
73637,0
91040,1
101058,1
166457,1
200738,1
171705,1
146485,1
211147,1
163475,1
200472,1
112352,0
42207,0
207560,1
58697,0
114702,0
97748,0
117068,0
7747,0
13322,0
172728,1
162968,1
94771,0
154323,1
82816,0
58074,0
117081,0
52079,0
177629,1
59753,0
88481,0
6146,0
185180,1
55461,0
10770,0
195429,1
35608,0
57279,0
55553,1
101367,0
68925,0
179897,1
117299,0
29093,0
71164,0
24869,1
109713,0
212170,1
155396,1
79601,0
152135,1
115217,0
161932,1
32219,0
77147,1
101768,1
91529,0
32948,0
8017,0
93988,0
10423,0
110064,0
2169,1
168380,1
110024,0
208824,1
121875,1
65549,0
177357,1
151707,1
81428,0
14537,0
208615,1
57873,0
132774,1
162989,1
182424,1
89591,0
206228,1
144382,1
178659,1
202796,1
100850,0
211908,1
119140,1
102800,0
120136,1
102169,0
80359,0
203105,1
54100,0
90044,0
122343,1
67673,0
103810,0
185366,1
163328,1
96523,0
31041,0
40966,1
184708,1
193647,1
200028,1
14072,0
56499,0
193983,1
88563,1
85520,0
207150,1
73932,0
134755,1
193956,1
59389,0
38355,0
59439,0
73586,0
24814,0
188549,1
187154,1
26831,0
108374,0
197322,1
78053,0
130216,1
135869,1
72905,1
145443,1
46669,0
55049,0
196742,1
202481,1
97910,0
103300,0
164969,1
7755,0
212908,1
198235,1
113172,0
141473,1
131097,1
75306,0
121708,1
201880,1
33399,0
133124,1
142912,1
193482,1
84615,0
20966,0
11580,0
128450,1
125689,1
194998,1
93278,0
195017,1
127984,1
154026,1
195611,1
81393,0
54080,0
112498,1
51720,0
51105,0
182906,1
136647,1
75494,0
151909,1
196722,1
122947,1
53371,0
209232,1
140848,1
27771,0
171395,1
58006,0
2922,0
58095,0
200500,1
155307,1
95441,0
94499,0
145337,1
17309,0
100105,0
44169,0
2910,0
148360,1
179806,1
443,0
30247,0
78309,1
196361,1
196097,1
213132,1
74493,0
105525,0
200229,1
134390,1
179098,1
81568,0
157,0
68907,0
86245,1
93857,0
50222,0
21457,0
130258,1
207401,1
106643,0
189958,1
126000,1
110250,0
19843,0
24105,0
86117,0
158000,1
37649,1
186957,1
165857,1
178709,1
26497,0
166887,1
94908,1
93046,0
131380,1
19789,0
82391,0
203831,1
72232,0
18506,0
64305,0
210625,1
113886,0
181928,1
110150,0
19369,0
173195,1
114372,0
203945,1
195685,1
37109,0
206488,1
198069,1
75101,0
91607,0
139023,1
80513,1
33301,0
98219,0
115958,0
23988,0
97571,0
143915,1
204710,1
103767,0
95461,0
104770,0
46489,0
13629,0
25552,0
29235,0
172748,1
143358,1
48316,0
66875,0
91628,0
103468,0
116455,0
46908,0
158238,1
182525,1
154749,1
199604,1
90540,0
179464,1
148054,1
143290,1
11058,0
122455,1
95932,0
83883,0
131168,1
19060,0
70254,0
110367,0
156486,1
103217,0
136700,1
204053,1
208738,1
30294,0
199897,1
189206,1
20838,0
149227,1
118431,1
181588,1
38399,0
58823,0
162009,1
28708,0
48707,0
90625,0
35022,0
7944,0
18480,0
80301,0
104457,0
213007,1
68649,0
159710,1
131190,1
103312,0
80041,0
202032,1
26959,1
35693,0
208425,1
175202,1
147990,1
200852,1
189074,1
187940,1
12015,0
124558,1
4235,0
122857,1
36603,0
163941,1
107747,0
115295,0
32701,0
192967,1
176933,1
3819,0
16124,0
86211,0
144160,1
182200,1
16941,0
92192,0
119359,1
106550,0
17248,0
12573,0
154135,1
52337,0
108702,0
127583,1
63386,1
162591,1
114776,0
146125,1
146167,1
36965,0
59991,0
175740,1
81563,0
50257,0
4737,1
56989,1
168103,1
72585,0
93606,0
161831,1
130804,1
148197,1
146112,1
16588,0
56350,0
96100,1
63913,0
155531,1
26365,0
162707,1
187214,1
127560,1
191018,1
44968,0
68045,0
201781,1
89676,0
23376,0
66795,0
4516,0
100272,0
111693,0
105654,0
167569,1
66082,0
114311,0
186602,1
11187,0
210169,1
90184,0
52679,0
174755,1
31285,0
139085,1
137114,1
201762,1
210283,1
97601,0
96080,0
68748,0
113333,0
53989,0
29925,0
69685,0
192175,1
155153,1
147542,1
168660,1
196431,1
17107,0
15805,0
137447,1
142057,1
77468,0
81483,0
107686,0
79403,0
13582,0
180670,1
29420,0
208205,1
33837,0
15106,0
185996,1
208871,1
129301,1
33217,0
121378,1
195438,1
166555,1
142381,1
15903,0
80934,0
208352,1
85720,0
55625,0
92295,0
2602,0
146407,1
95862,0
148060,1
126092,1
1610,0
57132,0
177850,1
134694,1
29695,0
20316,1
127492,1
186359,1
183124,1
91635,0
44119,0
40692,0
118225,1
25956,0
15178,1
99687,0
184693,1
90685,0
212586,1
167040,1
17684,0
145886,1
103318,0
95971,0
201302,1
91583,0
30325,0
161014,1
24839,0
177661,1
14213,0
208729,1
160976,1
147834,1
122400,1
194648,1
91092,1
77340,0
125475,1
188731,1
120646,1
30541,0
126689,1
164407,1
188971,1
121483,1
189366,1
169958,1
26474,0
129694,1
72988,0
83032,0
34654,0
50029,0
94649,0
59737,0
63039,0
137758,1
199632,1
88266,0
184058,1
46261,0
156974,1
139667,1
169669,1
128823,1
98346,0
35644,0
6137,1
86878,0
184019,1
156389,1
57861,1
84053,0
14922,0
141405,1
40706,0
5117,0
48505,0
18167,0
119678,1
120834,1
64684,0
124751,1
10768,0
55509,0
80037,0
85358,0
55714,0
134322,1
146912,1
74478,0
79535,0
92959,0
30788,0
4089,0
187416,1
62809,0
196515,1
80604,0
103250,0
63756,0
15956,0
155780,1
45329,0
91181,0
39828,0
80068,0
95264,0
38809,0
100481,0
63455,0
109970,0
175575,1
164943,1
205939,1
84118,0
116505,0
152930,1
101185,0
149502,1
96633,0
147098,1
113052,0
95684,1
145866,1
58054,0
205255,1
109976,0
189174,1
96231,0
2281,0
91487,0
200594,1
108003,0
59085,0
147258,1
48324,0
14722,0
202892,1
8352,0
102190,0
130230,1
135714,1
94117,0
1867,0
144517,1
167134,1
65873,0
156892,1
39934,0
6300,0
45292,0
142301,1
62448,0
25268,1
187275,1
45229,1
109724,0
62425,0
71925,0
95238,0
43701,0
144299,1
48139,0
156673,1
106212,0
196665,1
139340,1
45528,0
49962,0
156750,1
64758,0
100612,0
190697,1
141853,1
14676,0
87138,0
125334,1
131589,1
54947,0
140328,1
121170,1
48179,0
109422,0
130479,1
74774,0
174028,1
85331,0
15637,0
128929,1
170886,1
86169,0
157614,1
12793,0
187255,1
95106,0
92235,0
162750,1
206902,1
79241,0
164833,1
169016,1
165945,1
176762,1
151071,1
126728,1
7692,0
118569,1
184712,1
188702,1
69721,0
183005,1
103793,0
57276,0
64761,0
151874,1
150978,1
80922,0
79132,0
168654,1
135612,1
121389,1
132937,1
105498,0
77508,0
121383,1
86859,0
127029,1
5189,0
78771,0
135789,1
96654,0
31879,0
164749,1
155797,1
229,0
169225,1
104374,0
40526,1
180278,1
51351,0
134572,1
206016,1
173231,1
163480,1
120201,1
102175,1
60865,0
42398,0
58312,0
107560,0
72351,0
66045,0
53568,0
107118,0
184483,1
128956,1
164806,1
140712,1
161294,1
168602,1
38049,0
166902,1
137817,1
121328,1
112131,1
78385,0
7252,0
2548,1
55729,0
181259,1
163103,1
13606,0
121208,1
146050,1
125272,1
93722,0
148982,1
64930,1
168263,1
96609,0
11242,0
17900,0
83383,0
186008,1
32657,0
158487,1
113733,0
25639,0
48329,0
99450,0
208322,1
142248,1
16761,0
128596,1
152754,1
179596,1
191132,1
203385,1
87174,1
141400,1
26690,0
135655,1
117555,1
205066,1
75928,0
48208,0
140601,1
48657,0
43153,0
105518,0
107893,0
60538,0
119896,1
52572,0
139875,1
74215,0
84406,0
161881,1
67125,0
25682,0
120800,1
202987,1
123060,1
112880,0
30288,0
170985,1
112177,0
123045,1
99483,0
46049,0
76810,0
33683,0
188697,1
31475,0
183980,1
183516,1
188687,1
113195,0
95363,0
50716,0
176714,1
82754,0
31872,0
201083,1
167216,1
165883,1
29482,0
4582,1
42203,0
27664,1
61263,0
132568,1
122793,1
180826,1
73583,0
141105,1
127086,1
65116,0
146240,1
189170,1
108043,0
62284,0
29871,0
50366,0
180573,1
165186,1
50607,0
63371,0
58529,1
166942,1
153069,1
156925,1
113290,0
208282,1
125981,1
40537,0
123000,1
114439,1
31709,1
85915,0
194607,1
86315,0
157298,1
190612,1
63539,0
182305,1
142267,1
64237,0
112618,0
213118,1
38056,0
61966,0
72771,0
89573,0
37365,0
28298,1
183770,1
199601,1
39323,0
185727,1
187070,1
69981,0
137791,1
13000,1
80203,0
150391,1
40816,0
67768,1
69128,1
495,0
166608,1
110283,0
85438,0
140199,1
105100,0
135288,1
5307,0
74044,0
5191,1
7279,0
33777,0
98736,0
194081,1
40760,0
19531,0
143636,1
195527,1
29623,0
41747,0
98582,1
88566,0
137424,1
22659,0
79374,0
29713,0
201965,1
134117,1
44329,0
210960,1
206583,1
149543,1
48461,0
156896,1
34764,0
66565,0
48069,0
49179,1
45369,0
37668,1
137586,1
156512,1
88376,0
151887,1
9880,0
54428,1
118117,1
96284,0
114623,0
128117,1
100159,0
144466,1
168434,1
200666,1
21435,0
141440,1
128609,1
198294,1
29205,0
182330,1
178535,1
176465,1
176024,1
124945,1
119069,1
179645,1
72312,0
20532,0
51258,0
35229,0
155375,1
51771,0
201692,1
39232,0
33007,0
158778,1
18326,0
148503,1
113548,0
194721,1
23951,1
70304,0
81296,0
108061,0
21880,0
148984,1
8354,0
16696,0
96596,0
49094,0
151535,1
70719,0
22097,0
111882,1
205927,1
12099,0
109433,0
127910,1
146587,1
37549,0
136474,1
29666,0
71036,0
206445,1
112100,0
169641,1
184518,1
168023,1
149392,1
19986,0
109266,0
42500,0
211230,1
90557,0
59727,0
177104,1
61586,0
92260,0
22759,0
105909,0
161464,1
137096,1
156818,1
102660,1
129633,1
155783,1
21511,0
197671,1
206309,1
210570,1
120003,1
117937,1
163743,1
91265,0
124236,1
2416,0
124018,1
74222,0
92393,0
44185,0
101125,0
14702,0
124407,1
121074,1
155974,1
82922,1
36245,1
158880,1
14433,0
151504,1
33843,0
51454,0
103278,1
87684,0
54967,0
103975,0
138308,1
14088,1
195580,1
30961,0
33126,0
125893,1
116784,0
107407,0
136832,1
162631,1
84599,0
115796,0
188232,1
149193,1
154831,1
141016,1
135032,1
173528,1
135940,1
24553,0
55237,0
199036,1
51866,0
108001,0
199295,1
91455,0
212560,1
86140,0
90389,0
62745,1
10031,0
164799,1
136350,1
126097,1
187072,1
55160,0
18537,0
140948,1
104484,0
15995,0
78734,0
12988,0
114050,0
105619,1
114481,0
79630,1
152384,1
53504,0
160479,1
63711,0
46169,1
136314,1
86391,0
144391,1
9740,0
68120,0
69650,0
12021,0
182412,1
53387,1
207060,1
123411,1
152807,1
76716,0
14795,1
9409,1
82453,0
25692,0
154755,1
113554,0
193533,1
124657,1
133264,1
202652,1
136898,1
109727,0
41312,0
6369,0
202020,1
103380,0
52828,0
39563,0
94316,0
6826,0
68256,0
158713,1
208784,1
34184,0
162407,1
17909,0
153021,1
9048,0
19006,0
39102,0
75529,1
96528,0
169791,1
203805,1
61494,0
159770,1
13573,0
122261,1
139579,1
124781,1
206137,1
132488,1
27941,0
52314,0
96892,0
45461,0
175951,1
6078,0
19879,1
152685,1
134753,1
103090,0
12854,0
189801,1
211095,1
39800,0
76408,0
147245,1
159296,1
84532,0
76719,0
205398,1
51933,1
89643,0
48577,0
121352,1
183588,1
144462,1
193303,1
33310,0
38178,0
152506,1
199645,1
115950,0
200304,1
2496,0
91050,0
21399,0
109419,0
49917,0
43252,1
126292,1
204212,1
107304,0
104079,0
55941,1
183390,1
173800,1
40702,0
199867,1
152604,1
13097,0
65181,0
8495,0
42491,0
88469,1
52958,0
109484,1
75194,1
167776,1
179555,1
173044,1
43899,0
195198,1
188396,1
108473,1
28755,0
132181,1
167046,1
52837,0
159742,1
192309,1
125482,1
107603,0
1133,0
20817,0
32916,0
162824,1
10944,0
32368,0
186628,1
67626,0
117699,1
113332,0
140301,1
181746,1
170945,1
14444,0
188364,1
71614,0
145699,1
154390,1
29580,0
78709,0
91041,0
101678,0
91964,1
166446,1
53184,0
12164,0
63734,1
79315,0
211005,1
62635,0
208143,1
204419,1
148749,1
99658,0
171956,1
182951,1
43346,0
81039,0
93362,0
188824,1
131721,1
117037,0
134983,1
22365,1
190210,1
190143,1
156491,1
183533,1
189645,1
45056,0
114153,0
2690,0
147935,1
106991,0
20694,0
190094,1
82186,0
131213,1
57593,0
17474,0
150621,1
39299,0
150429,1
5220,0
40986,0
3193,0
93068,0
192719,1
106390,0
185989,1
63238,0
83117,0
63820,0
184526,1
29720,1
42639,0
21993,0
87054,0
72406,0
19391,0
156057,1
124717,1
23794,0
117221,0
39496,0
172774,1
10937,1
211250,1
175303,1
158024,1
47350,0
110260,0
208108,1
38278,0
54236,0
156223,1
105004,0
105728,0
129183,1
120934,1
34207,0
180311,1
167770,1
204547,1
47445,1
86258,0
88950,0
66310,0
161432,1
101787,0
13172,0
6167,0
201866,1
35151,0
3438,0
102334,0
105841,1
10038,1
92141,0
182149,1
80385,0
106466,0
181116,1
11963,0
181103,1
197693,1
21823,0
97318,0
144819,1
12177,0
138375,1
17258,0
206206,1
62088,0
154065,1
147467,1
101721,0
27097,0
198672,1
151101,1
75984,0
12392,0
204130,1
174419,1
53675,0
121919,1
5804,1
179257,1
134410,1
204596,1
100951,0
2412,0
139372,1
78117,0
145700,1
24877,0
185912,1
146169,1
196213,1
12876,0
199341,1
198047,1
76626,1
205249,1
40281,0
105218,0
73590,0
146601,1
120574,1
145244,1
81852,0
175042,1
78191,1
102690,0
100637,0
92597,0
126478,1
42711,0
91266,1
88094,0
157479,1
143801,1
137510,1
37861,0
194779,1
111036,0
27973,0
160072,1
198958,1
24152,0
130489,1
193083,1
79792,1
49390,1
194764,1
15568,0
9716,0
85837,0
194628,1
119488,1
132463,1
135468,1
111440,0
149612,1
200583,1
173926,1
165281,1
196282,1
28395,0
98252,0
10181,0
83339,0
155487,1
43439,0
154181,1
27289,0
46791,0
168475,1
136522,1
177730,1
76682,0
195036,1
1496,0
33501,0
63246,0
184432,1
8532,0
128013,1
176735,1
119646,1
164525,1
111770,1
94301,0
88690,0
83992,0
196146,1
102992,0
201198,1
209928,1
18211,0
126486,1
36444,0
54928,0
27634,0
95273,0
2768,0
66748,0
94142,0
116513,1
34435,1
43316,0
1336,0
72100,0
182968,1
209032,1
71500,0
99597,0
129701,1
109655,0
33105,0
22861,1
188164,1
183525,1
132546,1
208793,1
2469,0
156313,1
67089,0
178214,1
141618,1
182704,1
122511,1
153499,1
192364,1
193237,1
182362,1
147247,1
14082,0
79670,0
12231,0
118254,1
10226,0
112490,1
177,0
118433,1
67655,0
19431,0
53673,0
151249,1
164049,1
96275,0
119028,1
171249,1
175446,1
9448,0
67041,0
185286,1
119718,1
185635,1
71899,0
129057,1
89330,0
4794,0
162602,1
141469,1
30278,0
121968,1
84970,0
13997,0
139209,1
50421,0
71007,0
392,0
197255,1
62550,0
196929,1
136412,1
76805,0
145428,1
34146,0
134386,1
10323,0
11690,0
126039,1
202272,1
89139,0
28538,0
104593,0
67414,0
18224,0
39212,0
211239,1
35742,0
17061,0
21045,0
59422,0
69309,0
38105,0
212103,1
149988,1
178303,1
211452,1
130399,1
90075,0
144241,1
26333,0
159314,1
106387,0
76216,0
173457,1
8095,0
117138,0
35516,0
4652,0
32791,0
124148,1
154944,1
11624,0
74630,0
207848,1
156588,1
169030,1
144331,1
19191,0
117125,0
154784,1
187795,1
101083,0
187076,1
33102,0
196869,1
121516,1
88795,0
153590,1
137016,1
9527,0
137905,1
65796,1
24269,0
56806,0
170282,1
70044,0
186965,1
193378,1
158105,1
140184,1
190494,1
137248,1
35389,0
193057,1
44572,0
108114,0
194688,1
65498,0
108065,0
41397,0
159104,1
127325,1
144371,1
178604,1
87060,0
80650,0
141736,1
166146,1
140647,1
130205,1
40769,0
44312,0
198939,1
155956,1
173239,1
22727,0
29196,1
83483,0
138165,1
21048,0
169475,1
208911,1
188331,1
148276,1
179676,1
96441,0
95725,0
154781,1
200508,1
184502,1
158545,1
138888,1
11804,0
86309,0
84058,0
172356,1
126199,1
191801,1
147801,1
192016,1
136715,1
62015,0
155992,1
36788,0
98002,0
72916,0
120138,1
143207,1
146370,1
27524,0
40348,0
164298,1
28498,0
10142,0
157079,1
177994,1
184015,1
177824,1
16049,0
141336,1
91609,1
116961,1
85367,0
41620,0
195923,1
75226,0
33077,0
9896,1
202552,1
99652,0
76255,0
148403,1
105534,1
111133,0
41250,0
52084,0
151843,1
175813,1
96515,0
164400,1
154932,1
141426,1
126032,1
109267,0
159649,1
142574,1
176842,1
99417,0
29795,0
176034,1
149314,1
132280,1
20840,0
167184,1
125770,1
72659,0
157224,1
7721,0
207043,1
144963,1
122351,1
211633,1
130218,1
127561,1
205463,1
169390,1
51243,0
34804,0
11928,0
188532,1
173715,1
160730,1
184611,1
206108,1
92727,0
203809,1
185384,1
53976,0
22470,0
189660,1
193569,1
53269,1
25394,0
170296,1
195725,1
171922,1
75962,0
59247,0
91631,1
119280,1
7388,0
97894,1
125640,1
24810,0
115908,0
164078,1
102643,0
125138,1
156171,1
207376,1
98226,0
168398,1
112053,0
180608,1
42125,0
76456,0
155176,1
19705,0
110962,0
108550,0
113904,0
56112,0
176286,1
209227,1
57714,0
42779,1
2066,0
140058,1
31347,0
190995,1
153359,1
17285,0
100502,0
175035,1
95265,0
99819,0
73795,0
139841,1
26358,0
164010,1
196705,1
49775,0
58433,0
159647,1
26430,1
32552,0
39708,0
90106,0
49245,0
8273,0
96215,0
111925,0
120557,1
75553,0
190329,1
144550,1
44666,0
139345,1
73221,0
167571,1
174833,1
151105,1
171505,1
156716,1
192758,1
53532,0
187786,1
140854,1
118756,1
108868,0
39819,0
47604,0
138969,1
117648,1
96953,0
54488,1
42384,0
11551,0
85401,1
46721,0
158007,1
139539,1
73905,0
56209,0
144744,1
196745,1
176167,1
62681,0
4942,0
109265,0
183446,1
58884,0
103762,0
72304,0
132086,1
68761,0
77214,0
135979,1
105037,0
31897,0
74369,0
93991,0
4808,0
177593,1
140376,1
110267,0
94784,0
94739,0
82942,0
135239,1
40492,0
93148,0
148867,1
67050,0
122697,1
122294,1
75646,0
167007,1
202351,1
184770,1
159166,1
42690,1
25436,0
191410,1
165408,1
178228,1
86091,0
182441,1
73701,0
201584,1
94608,0
45252,0
97444,0
117415,0
106610,0
122033,1
109155,0
180658,1
54850,0
119630,1
181022,1
187770,1
18968,0
163686,1
39920,0
42345,0
20674,0
103489,0
146725,1
112745,0
126685,1
78331,0
145875,1
59892,0
180117,1
74371,0
106177,0
66948,0
194759,1
21205,0
39380,0
71215,0
85480,0
43145,0
88106,0
14251,0
188624,1
126901,1
20893,1
6822,0
177920,1
108759,0
173161,1
181308,1
196246,1
87891,0
56173,1
188192,1
23255,0
155687,1
15232,0
11641,0
16945,1
85555,0
19480,0
159805,1
24771,0
100680,0
145912,1
123819,1
192826,1
202452,1
208512,1
48308,0
155906,1
112726,0
70050,0
141776,1
64734,0
95756,0
87226,0
144340,1
109093,0
92210,0
77465,0
17628,0
157120,1
142176,1
165476,1
80119,0
134434,1
207876,1
69878,0
83508,0
6898,0
12726,0
177200,1
99446,0
71640,0
52513,0
59843,0
116562,0
19608,0
17755,0
124326,1
70013,1
205424,1
80383,0
89642,0
70423,0
174577,1
2525,0
133608,1
140099,1
42717,0
144609,1
37985,0
94534,0
173671,1
82142,0
83868,0
88297,0
175315,1
73008,0
202753,1
87288,0
77383,0
106437,0
152762,1
133649,1
210265,1
155597,1
14316,0
61833,0
89898,0
17879,0
103725,1
30513,0
78288,0
136252,1
41750,0
135070,1
46935,1
87175,0
56784,0
135891,1
184346,1
120279,1
160789,1
96585,0
58524,0
155301,1
5800,0
203176,1
81298,0
155261,1
157717,1
74396,0
156329,1
123293,1
43798,0
118540,1
152598,1
142343,1
153458,1
26046,0
70734,1
24691,0
103246,0
127330,1
143692,1
79742,0
3917,0
35158,0
103001,0
185452,1
204011,1
121345,1
7902,0
161864,1
165800,1
60715,0
14349,0
47277,0
26125,0
150469,1
2917,1
19462,0
57115,0
180515,1
209016,1
7317,0
123760,1
110678,0
71190,0
3779,0
180227,1
171780,1
141552,1
179529,1
191101,1
44566,1
140293,1
60851,0
194611,1
65768,0
128275,1
129518,1
5155,0
175731,1
127808,1
110352,0
55890,0
137033,1
31764,0
6671,0
13475,0
20841,1
61324,0
33557,0
20881,0
127333,1
51932,0
57573,0
64008,0
45360,0
194086,1
57278,0
4650,0
122911,1
194963,1
188280,1
108487,0
51846,0
174260,1
169491,1
52215,0
170421,1
165955,1
126247,1
78186,0
51042,0
138882,1
193520,1
167257,1
35662,0
56779,0
173130,1
162064,1
116508,0
41658,0
15431,0
185946,1
193689,1
163923,1
34821,0
147092,1
81424,0
78285,0
37877,0
95303,0
72250,1
206984,1
149065,1
170112,1
111234,1
144337,1
185540,1
8061,0
149175,1
138246,1
11672,0
106513,0
207348,1
168975,1
94058,0
88437,0
90633,0
75254,0
36959,0
93335,0
157827,1
187112,1
175003,1
45054,0
201722,1
59556,0
48232,0
19882,0
155145,1
24727,0
71496,0
135754,1
69389,0
27338,0
201838,1
132437,1
126366,1
144477,1
129923,1
58323,0
196889,1
723,0
143396,1
183464,1
100665,0
79423,0
172679,1
152096,1
76003,0
210126,1
143068,1
153026,1
136335,1
22393,0
112495,1
5611,0
160769,1
82719,0
13174,0
121190,1
150504,1
105506,0
21462,0
120086,1
180454,1
146843,1
149941,1
88115,1
182054,1
81009,0
78259,0
29730,0
121725,1
151233,1
136046,1
18508,0
87298,0
155675,1
114953,0
91588,0
47227,0
73849,1
71860,0
103721,1
199495,1
39984,0
103833,1
64147,0
34470,1
171037,1
188599,1
56170,0
176794,1
173574,1
88093,0
30285,0
51176,1
175690,1
206587,1
28687,1
27154,0
80615,0
9210,0
189747,1
159678,1
198515,1
212432,1
155402,1
100488,0
131818,1
58314,0
75412,1
53816,0
20342,1
86759,0
75672,0
184579,1
172362,1
182586,1
69979,0
77300,0
127816,1
200847,1
99859,0
169042,1
6745,0
161550,1
153779,1
46775,0
89668,0
200715,1
76420,1
135484,1
176122,1
131057,1
211965,1
192223,1
94453,0
132881,1
4302,0
84636,0
157448,1
59487,0
146425,1
5339,0
70081,0
212328,1
200202,1
116246,0
117266,0
136153,1
204829,1
211866,1
135662,1
78769,0
26354,0
99042,0
138064,1
42232,0
150274,1
197148,1
78661,0
106837,0
146416,1
55994,0
145424,1
160533,1
166213,1
11020,0
42241,0
140858,1
78134,0
186813,1
140035,1
211285,1
60411,0
128065,1
208120,1
180092,1
84371,0
4430,0
99763,0
88744,1
64400,0
181208,1
119341,1
118276,1
37096,0
80704,0
18695,0
19318,0
121793,1
208517,1
158641,1
154021,1
104703,1
174031,1
76536,0
108598,0
127819,1
139423,1
158004,1
113045,0
56314,0
43117,1
2529,0
166461,1
20845,0
80621,0
12744,0
68945,1
17255,0
75431,0
167908,1
95245,0
108741,0
190376,1
196140,1
67928,0
93193,0
138516,1
147793,1
57155,0
132543,1
60833,0
3938,0
61031,1
151259,1
5174,0
79086,0
126184,1
189682,1
55859,0
1547,0
114550,0
77425,0
109273,0
59053,0
19266,0
88191,0
192614,1
10381,0
132501,1
93688,0
110275,1
208737,1
155943,1
32801,0
10998,0
192734,1
153091,1
5233,0
27492,0
112869,0
197883,1
95748,0
15800,0
203623,1
116576,0
210850,1
183726,1
75753,0
76790,0
145403,1
137818,1
9414,0
188,0
123528,1
86300,0
31157,0
110016,0
144298,1
143889,1
108756,0
161394,1
122327,1
67763,0
68904,0
112171,0
28008,0
208771,1
38830,0
68960,0
190344,1
1730,0
155098,1
4999,0
148268,1
187058,1
51056,1
41882,0
173888,1
199812,1
193235,1
98543,0
33384,1
9831,0
160908,1
43302,0
122205,1
45876,0
205347,1
87426,0
181195,1
96467,0
125198,1
38152,0
60293,0
19841,0
211071,1
56430,0
27500,0
155548,1
171372,1
43,0
110079,0
109950,0
47462,0
15224,0
141936,1
52892,0
16614,0
42905,0
35260,0
198813,1
23084,0
72207,0
39854,0
169057,1
108893,0
203159,1
16982,0
159098,1
111821,0
158587,1
115098,0
168720,1
10,0
152734,1
84999,0
129201,1
5694,0
212341,1
39528,0
204151,1
149462,1
151938,1
18501,0
42810,0
116817,0
78682,0
123262,1
7986,0
90228,0
99899,0
99760,0
44380,0
129826,1
163403,1
176753,1
188041,1
189593,1
40564,0
173050,1
98878,0
39978,0
198506,1
113450,0
21603,0
88997,0
206200,1
27055,0
152888,1
18422,0
167118,1
197349,1
18014,0
84389,0
185463,1
210615,1
101132,0
70762,0
49348,0
60675,0
135959,1
211221,1
196973,1
19367,0
18628,0
172588,1
194280,1
189239,1
200590,1
60475,0
50933,0
193860,1
96966,0
156599,1
24703,0
74531,0
208725,1
202651,1
208620,1
14548,0
193167,1
94845,1
196085,1
17228,0
191368,1
104923,0
126183,1
33971,0
153352,1
148283,1
79721,1
211160,1
89661,0
117621,1
159609,1
188356,1
129984,1
95736,0
29579,0
94365,0
47756,0
137452,1
19560,0
175923,1
60312,0
